seed,nodes,hop_seq,topology,tsch_ver,timeout,net_est,eb_first_time,join_time,found_nodes,assoc_by_timeout
129163,6,4,ellipse,classic,48,295.817,247.746,295.821,3,TRUE
152681,6,4,ellipse,classic,48,241.7,254.98,303.57,4,FALSE
210921,6,4,ellipse,classic,48,272.242,250.337,298.412,3,TRUE
263444,6,4,ellipse,classic,48,237.44,245.546,293.625,3,TRUE
287241,6,4,ellipse,classic,48,197.226,245.464,289.504,5,FALSE
321914,6,4,ellipse,classic,48,202.604,250.33,298.115,2,TRUE
349935,6,4,ellipse,classic,48,248.723,252.545,300.625,4,TRUE
434955,6,4,ellipse,classic,48,170.595,244.244,292.33,4,TRUE
495203,6,4,ellipse,classic,48,223.219,261.821,309.9,3,TRUE
526980,6,4,ellipse,classic,48,154.28,250.539,298.622,3,TRUE
599972,6,4,ellipse,classic,48,298.943,250.88,298.947,1,TRUE
832359,6,4,ellipse,classic,48,184.788,256.906,304.988,4,TRUE
949002,6,4,ellipse,classic,48,129.387,256.374,304.456,4,TRUE
