seed,nodes,hop_seq,topology,tsch_ver,timeout,net_est,eb_first_time,join_time,found_nodes
429400,8,16,group,custom,16,30.88,245.519,259.571,7
47532,8,16,group,custom,16,31.422,199.79,215.132,6
690180,8,16,group,custom,16,31.426,234.628,244.757,6
719972,8,16,group,custom,16,31.106,259.167,271.102,6
75794,8,16,group,custom,16,31.335,196.563,206.56,7
763774,8,16,group,custom,16,30.763,191.619,207.671,6
784517,8,16,group,custom,16,30.548,194.6,207.662,7
897316,8,16,group,custom,16,30.82,247.485,259.105,7
979425,8,16,group,custom,16,30.879,204.843,219.661,7
112264,8,4,group,custom,16,31.179,192.215,206.223,7
18067,8,4,group,custom,16,183.422,182.24,198.67,5
224512,8,4,group,custom,16,31.335,180.118,192.819,6
230330,8,4,group,custom,16,30.792,181.56,197.603,5
411183,8,4,group,custom,16,31.34,183.331,198.464,7
46027,8,4,group,custom,16,30.75,182.374,195.837,6
505800,8,4,group,custom,16,195.649,187.413,195.653,6
521465,8,4,group,custom,16,30.613,195.974,206.242,6
534278,8,4,group,custom,16,53.845,184.785,194.377,5
615623,8,4,group,custom,16,30.855,185.271,198.375,7
751039,8,4,group,custom,16,30.864,187.124,203.177,6
761105,8,4,group,custom,16,30.855,191.443,203.329,6
788742,8,4,group,custom,16,30.549,187.803,195.639,7
801892,8,4,group,custom,16,30.975,180.301,192.551,7
894567,8,4,group,custom,16,31.1,188.341,194.331,6
224512,8,8,group,custom,16,31.335,180.118,192.819,6
260006,8,8,group,custom,16,30.63,180.315,191.8,7
411183,8,8,group,custom,16,31.34,183.331,198.464,7
443424,8,8,group,custom,16,31.371,187.2,200.62,7
456676,8,8,group,custom,16,30.698,183.942,193.49,6
487084,8,8,group,custom,16,30.549,185.1,192.621,7
560816,8,8,group,custom,16,202.996,188.136,203,6
677737,8,8,group,custom,16,30.633,239.556,251.129,7
745227,8,8,group,custom,16,31.22,189.266,202.56,7
754485,8,8,group,custom,16,31.476,199.72,211.383,5
779217,8,8,group,custom,16,30.885,202.598,216.19,7
854682,8,8,group,custom,16,31.29,209.941,223.179,7
894567,8,8,group,custom,16,31.1,237.124,246.852,6
917291,8,8,group,custom,16,31.36,204.466,216.402,6
136501,9,12,group,classic,16,210.652,194.609,210.656,1
231635,9,12,group,classic,16,31.212,187.928,203.978,1
336063,9,12,group,classic,16,31.119,233.509,249.553,2
533804,9,12,group,classic,16,30.731,221.5,237.93,2
588399,9,12,group,classic,16,197.617,181.572,197.62,2
64283,9,12,group,classic,16,31.119,251.977,268.27,2
645045,9,12,group,classic,16,30.594,194.2,210.243,3
701202,9,12,group,classic,16,31.463,224.84,240.89,1
712712,9,12,group,classic,16,30.847,248.91,264.953,3
719316,9,12,group,classic,16,200.489,184.45,200.493,1
805925,9,12,group,classic,16,30.683,212.126,228.169,1
819204,9,12,group,classic,16,30.659,226.878,242.921,2
835918,9,12,group,classic,16,30.547,191.628,207.671,1
848683,9,12,group,classic,16,30.818,240.681,256.724,1
929807,9,12,group,classic,16,52.72,189.363,205.406,1
271202,9,16,group,classic,16,30.81,181.261,197.308,1
392563,9,16,group,classic,16,31.45,182.984,199.27,1
397733,9,16,group,classic,16,31.408,187.84,203.131,1
418249,9,16,group,classic,16,31.173,192.439,208.482,1
423924,9,16,group,classic,16,31.54,203.485,219.534,1
515249,9,16,group,classic,16,31.378,218.45,234.499,1
530325,9,16,group,classic,16,31.371,207.362,223.41,1
616968,9,16,group,classic,16,31.59,186.693,202.736,2
67289,9,16,group,classic,16,30.995,195.363,211.414,4
696807,9,16,group,classic,16,30.593,210.411,226.462,1
724988,9,16,group,classic,16,30.707,233.594,249.644,1
805862,9,16,group,classic,16,31.316,217.306,233.356,1
812848,9,16,group,classic,16,31.45,209.152,225.2,3
88517,9,16,group,classic,16,30.991,209.52,225.103,2
949525,9,16,group,classic,16,31.299,198.37,214.418,1
130658,9,4,group,classic,16,31.99,182.408,198.451,4
150950,9,4,group,classic,16,31.316,182.802,198.853,2
15988,9,4,group,classic,16,30.643,181.814,197.864,2
160455,9,4,group,classic,16,30.75,183.228,199.271,2
209102,9,4,group,classic,16,30.829,184.432,200.482,3
418249,9,4,group,classic,16,31.173,181.354,197.404,1
423924,9,4,group,classic,16,31.54,190.288,206.331,2
510204,9,4,group,classic,16,30.975,200.571,216.618,3
609785,9,4,group,classic,16,31.301,187.292,203.339,2
614682,9,4,group,classic,16,31.283,181.105,197.155,2
645429,9,4,group,classic,16,31.441,201.578,217.621,2
67289,9,4,group,classic,16,30.994,180.318,196.367,3
719316,9,4,group,classic,16,51.794,183.6,199.55,3
782175,9,4,group,classic,16,31.327,190.564,206.612,5
879664,9,4,group,classic,16,31.34,186.611,202.661,3
188674,9,8,group,classic,16,222.396,206.353,222.4,1
201935,9,8,group,classic,16,31.92,217.626,233.669,3
209102,9,8,group,classic,16,30.829,186.596,202.646,1
320966,9,8,group,classic,16,30.671,185.221,201.264,2
371613,9,8,group,classic,16,31.353,180.136,196.185,1
418249,9,8,group,classic,16,31.173,191.853,207.896,1
423924,9,8,group,classic,16,31.54,190.288,206.331,2
575135,9,8,group,classic,16,223.951,207.904,223.955,1
610647,9,8,group,classic,16,30.962,197.675,213.718,3
621608,9,8,group,classic,16,208.676,192.636,208.679,1
719316,9,8,group,classic,16,51.794,185.618,201.665,1
739204,9,8,group,classic,16,30.757,186.527,202.571,3
741079,9,8,group,classic,16,205.194,189.155,205.198,1
878887,9,8,group,classic,16,181.743,185.431,201.474,1
964692,9,8,group,classic,16,31.27,187.607,203.658,1
108244,9,12,group,custom,16,31.229,199.613,213.393,7
129168,9,12,group,custom,16,30.887,214.49,225.84,7
209102,9,12,group,custom,16,30.83,232.63,245.601,7
323031,9,12,group,custom,16,30.54,216.44,228.14,7
45072,9,12,group,custom,16,31.111,230.388,246.441,6
502464,9,12,group,custom,16,31.316,205.552,218.971,7
540189,9,12,group,custom,16,207.905,191.856,207.909,5
672472,9,12,group,custom,16,30.948,194.371,206.261,7
686581,9,12,group,custom,16,31.13,208.968,225.2,6
693720,9,12,group,custom,16,194.48,183.585,194.483,7
719316,9,12,group,custom,16,200.489,184.45,200.493,6
735931,9,12,group,custom,16,217.6,204.588,217.604,6
748348,9,12,group,custom,16,30.56,189.614,203.351,7
763722,9,12,group,custom,16,30.611,188.223,201.194,7
922221,9,12,group,custom,16,31.305,187.297,203.35,6
173016,9,16,group,custom,16,31.253,180.713,196.765,6
198452,9,16,group,custom,16,30.836,197.683,212.95,7
27576,9,16,group,custom,16,31.189,231.637,246.68,7
416090,9,16,group,custom,16,31.117,180.85,193.864,7
418249,9,16,group,custom,16,31.173,192.439,202.523,7
423924,9,16,group,custom,16,31.54,203.485,219.537,6
438433,9,16,group,custom,16,31.208,189.136,201.791,7
471591,9,16,group,custom,16,31.527,189.772,204.319,7
618539,9,16,group,custom,16,30.575,194.855,207.69,7
620495,9,16,group,custom,16,31.34,181.215,197.267,6
67289,9,16,group,custom,16,30.995,195.363,204.956,7
694423,9,16,group,custom,16,30.805,272.38,284.808,7
905473,9,16,group,custom,16,30.622,188.369,198.638,7
942146,9,16,group,custom,16,30.534,207.788,220.81,7
950420,9,16,group,custom,16,31.463,186.688,194.118,7
130658,9,4,group,custom,16,31.99,182.408,198.451,5
209102,9,4,group,custom,16,30.829,184.432,196.187,7
322036,9,4,group,custom,16,31.181,184.334,198.71,5
418249,9,4,group,custom,16,31.173,181.354,197.407,5
423924,9,4,group,custom,16,31.54,190.288,202.672,7
425743,9,4,group,custom,16,31.454,183.257,189.741,7
539966,9,4,group,custom,16,30.659,187.868,201.19,7
604089,9,4,group,custom,16,30.548,181.495,193.789,7
67289,9,4,group,custom,16,30.994,180.318,196.371,6
707239,9,4,group,custom,16,31.213,185.81,201.853,6
719316,9,4,group,custom,16,51.794,183.6,199.58,6
724214,9,4,group,custom,16,30.88,205.116,217.724,7
783113,9,4,group,custom,16,30.923,187.95,201.11,6
794170,9,4,group,custom,16,222.324,207.241,222.327,5
8686,9,4,group,custom,16,30.822,191.542,200.324,7
191375,9,8,group,custom,16,31.514,202.143,213.178,7
206430,9,8,group,custom,16,30.83,182.859,198.902,6
209102,9,8,group,custom,16,30.829,186.596,197.404,7
227011,9,8,group,custom,16,31.79,223.105,235.805,7
307347,9,8,group,custom,16,30.726,206.448,215.994,7
38697,9,8,group,custom,16,190.627,182.165,190.631,7
418249,9,8,group,custom,16,31.173,191.853,207.896,5
423924,9,8,group,custom,16,31.54,190.288,202.672,7
719316,9,8,group,custom,16,51.794,185.618,201.664,6
739204,9,8,group,custom,16,30.757,186.527,197.873,7
761832,9,8,group,custom,16,31.9,186.585,202.633,5
788378,9,8,group,custom,16,31.14,201.106,212.272,7
878887,9,8,group,custom,16,181.743,185.431,201.474,5
956100,9,8,group,custom,16,206.446,193.482,206.449,7
